fips_county,state,county_name,pop,gov_name,gov_party,issuer_name,issuer_number,INTPTLAT,INTPTLONG
18043,IN,"Floyd County, Indiana",76990,Eric Holcomb,Republican,3.0,3+,38.317936,-85.911474
18045,IN,"Fountain County, Indiana",16486,Eric Holcomb,Republican,3.0,3+,40.121237,-87.234872
18047,IN,"Franklin County, Indiana",22715,Eric Holcomb,Republican,3.0,3+,39.409762,-85.066964
18049,IN,"Fulton County, Indiana",20139,Eric Holcomb,Republican,3.0,3+,41.050384,-86.265006
18051,IN,"Gibson County, Indiana",33703,Eric Holcomb,Republican,3.0,3+,38.317398,-87.580523
18053,IN,"Grant County, Indiana",66937,Eric Holcomb,Republican,2.0,2,40.515758,-85.654946
18055,IN,"Greene County, Indiana",32211,Eric Holcomb,Republican,3.0,3+,39.047147,-87.004771
18057,IN,"Hamilton County, Indiana",316373,Eric Holcomb,Republican,4.0,3+,40.053646,-86.021726
18059,IN,"Hancock County, Indiana",73717,Eric Holcomb,Republican,4.0,3+,39.82253,-85.773162
18061,IN,"Harrison County, Indiana",39826,Eric Holcomb,Republican,4.0,3+,38.18644,-86.103681
18063,IN,"Hendricks County, Indiana",160610,Eric Holcomb,Republican,4.0,3+,39.768963,-86.509908
18065,IN,"Henry County, Indiana",48521,Eric Holcomb,Republican,4.0,3+,39.929591,-85.397363
18067,IN,"Howard County, Indiana",82568,Eric Holcomb,Republican,4.0,3+,40.483537,-86.114118
18069,IN,"Huntington County, Indiana",36400,Eric Holcomb,Republican,4.0,3+,40.826394,-85.478597
18071,IN,"Jackson County, Indiana",44013,Eric Holcomb,Republican,3.0,3+,38.911957,-86.042516
18073,IN,"Jasper County, Indiana",33433,Eric Holcomb,Republican,3.0,3+,41.017688,-87.118814
18075,IN,"Jay County, Indiana",21046,Eric Holcomb,Republican,3.0,3+,40.434972,-85.00338
18077,IN,"Jefferson County, Indiana",32418,Eric Holcomb,Republican,3.0,3+,38.783604,-85.44009
18079,IN,"Jennings County, Indiana",27758,Eric Holcomb,Republican,3.0,3+,38.996234,-85.628111
18081,IN,"Johnson County, Indiana",151982,Eric Holcomb,Republican,4.0,3+,39.495986,-86.0946
18083,IN,"Knox County, Indiana",37744,Eric Holcomb,Republican,4.0,3+,38.688391,-87.420354
18085,IN,"Kosciusko County, Indiana",79092,Eric Holcomb,Republican,3.0,3+,41.244293,-85.861575
18087,IN,"LaGrange County, Indiana",39110,Eric Holcomb,Republican,3.0,3+,41.642468,-85.426302
18089,IN,"Lake County, Indiana",485846,Eric Holcomb,Republican,3.0,3+,41.472247,-87.374337
18091,IN,"LaPorte County, Indiana",110015,Eric Holcomb,Republican,4.0,3+,41.549013,-86.744739
18093,IN,"Lawrence County, Indiana",45518,Eric Holcomb,Republican,3.0,3+,38.839815,-86.48782
18095,IN,"Madison County, Indiana",129296,Eric Holcomb,Republican,4.0,3+,40.166203,-85.722454
18097,IN,"Marion County, Indiana",941229,Eric Holcomb,Republican,4.0,3+,39.782976,-86.135794
18099,IN,"Marshall County, Indiana",46556,Eric Holcomb,Republican,4.0,3+,41.325003,-86.269036
18101,IN,"Martin County, Indiana",10171,Eric Holcomb,Republican,3.0,3+,38.705322,-86.801847
18103,IN,"Miami County, Indiana",35883,Eric Holcomb,Republican,4.0,3+,40.772881,-86.044258
18105,IN,"Monroe County, Indiana",145496,Eric Holcomb,Republican,3.0,3+,39.160751,-86.523325
18107,IN,"Montgomery County, Indiana",38074,Eric Holcomb,Republican,4.0,3+,40.040296,-86.892715
18109,IN,"Morgan County, Indiana",69698,Eric Holcomb,Republican,3.0,3+,39.482646,-86.447457
18111,IN,"Newton County, Indiana",13924,Eric Holcomb,Republican,3.0,3+,40.962399,-87.402172
18113,IN,"Noble County, Indiana",47638,Eric Holcomb,Republican,3.0,3+,41.40468,-85.417271
18115,IN,"Ohio County, Indiana",5932,Eric Holcomb,Republican,3.0,3+,38.940527,-84.964299
18117,IN,"Orange County, Indiana",19335,Eric Holcomb,Republican,3.0,3+,38.547381,-86.489257
18119,IN,"Owen County, Indiana",20840,Eric Holcomb,Republican,3.0,3+,39.317339,-86.838845
18121,IN,"Parke County, Indiana",16800,Eric Holcomb,Republican,3.0,3+,39.77425,-87.19695
18123,IN,"Perry County, Indiana",18966,Eric Holcomb,Republican,3.0,3+,38.081436,-86.62654
18125,IN,"Pike County, Indiana",12431,Eric Holcomb,Republican,3.0,3+,38.397898,-87.232532
18127,IN,"Porter County, Indiana",167791,Eric Holcomb,Republican,3.0,3+,41.509916,-87.071313
18129,IN,"Posey County, Indiana",25476,Eric Holcomb,Republican,2.0,2,38.027614,-87.868653
18131,IN,"Pulaski County, Indiana",12660,Eric Holcomb,Republican,4.0,3+,41.045272,-86.692538
18133,IN,"Putnam County, Indiana",37436,Eric Holcomb,Republican,3.0,3+,39.665548,-86.853373
18135,IN,"Randolph County, Indiana",25082,Eric Holcomb,Republican,3.0,3+,40.164174,-85.005481
18137,IN,"Ripley County, Indiana",28846,Eric Holcomb,Republican,3.0,3+,39.10023,-85.260541
18139,IN,"Rush County, Indiana",16649,Eric Holcomb,Republican,3.0,3+,39.622357,-85.466403
18141,IN,"St. Joseph County, Indiana",269141,Eric Holcomb,Republican,4.0,3+,41.617699,-86.288159
18143,IN,"Scott County, Indiana",23730,Eric Holcomb,Republican,3.0,3+,38.679431,-85.751898
18145,IN,"Shelby County, Indiana",44324,Eric Holcomb,Republican,3.0,3+,39.524135,-85.792174
18147,IN,"Spencer County, Indiana",20648,Eric Holcomb,Republican,3.0,3+,38.009697,-87.010375
18149,IN,"Starke County, Indiana",23009,Eric Holcomb,Republican,3.0,3+,41.284478,-86.644636
18151,IN,"Steuben County, Indiana",34116,Eric Holcomb,Republican,4.0,3+,41.643467,-85.002405
18153,IN,"Sullivan County, Indiana",20802,Eric Holcomb,Republican,3.0,3+,39.089225,-87.415843
18155,IN,"Switzerland County, Indiana",10527,Eric Holcomb,Republican,3.0,3+,38.825854,-85.029681
18157,IN,"Tippecanoe County, Indiana",188059,Eric Holcomb,Republican,4.0,3+,40.38913,-86.893555
18159,IN,"Tipton County, Indiana",15182,Eric Holcomb,Republican,3.0,3+,40.310229,-86.056207
18161,IN,"Union County, Indiana",7212,Eric Holcomb,Republican,3.0,3+,39.623111,-84.925152
18163,IN,"Vanderburgh County, Indiana",181721,Eric Holcomb,Republican,3.0,3+,38.02007,-87.586166
18165,IN,"Vermillion County, Indiana",15645,Eric Holcomb,Republican,3.0,3+,39.854045,-87.462071
18167,IN,"Vigo County, Indiana",107931,Eric Holcomb,Republican,3.0,3+,39.429143,-87.390375
18169,IN,"Wabash County, Indiana",31762,Eric Holcomb,Republican,3.0,3+,40.843747,-85.795192
18171,IN,"Warren County, Indiana",8166,Eric Holcomb,Republican,3.0,3+,40.352658,-87.375847
18173,IN,"Warrick County, Indiana",62498,Eric Holcomb,Republican,2.0,2,38.097728,-87.272049
18175,IN,"Washington County, Indiana",27670,Eric Holcomb,Republican,3.0,3+,38.600613,-86.104751
18177,IN,"Wayne County, Indiana",66568,Eric Holcomb,Republican,2.0,2,39.863091,-85.006735
18179,IN,"Wells County, Indiana",27949,Eric Holcomb,Republican,4.0,3+,40.735273,-85.212974
18181,IN,"White County, Indiana",23999,Eric Holcomb,Republican,3.0,3+,40.75095,-86.864293
18183,IN,"Whitley County, Indiana",33449,Eric Holcomb,Republican,4.0,3+,41.136426,-85.501892
20001,KS,"Allen County, Kansas",12714,Sam Brownback,Republican,2.0,2,37.884228,-95.300945
20003,KS,"Anderson County, Kansas",7827,Sam Brownback,Republican,2.0,2,38.215114,-95.292046
20005,KS,"Atchison County, Kansas",16380,Sam Brownback,Republican,2.0,2,39.532544,-95.313397
20007,KS,"Barber County, Kansas",4688,Sam Brownback,Republican,2.0,2,37.222906,-98.685052
20009,KS,"Barton County, Kansas",26775,Sam Brownback,Republican,2.0,2,38.481239,-98.767837
20011,KS,"Bourbon County, Kansas",14617,Sam Brownback,Republican,2.0,2,37.8561,-94.850928
20013,KS,"Brown County, Kansas",9684,Sam Brownback,Republican,2.0,2,39.825931,-95.569905
20015,KS,"Butler County, Kansas",67025,Sam Brownback,Republican,2.0,2,37.773649,-96.83884
20017,KS,"Chase County, Kansas",2669,Sam Brownback,Republican,2.0,2,38.299475,-96.594029
20019,KS,"Chautauqua County, Kansas",3374,Sam Brownback,Republican,2.0,2,37.154259,-96.245396
20021,KS,"Cherokee County, Kansas",20246,Sam Brownback,Republican,2.0,2,37.169392,-94.845698
20023,KS,"Cheyenne County, Kansas",2661,Sam Brownback,Republican,2.0,2,39.789918,-101.727326
20025,KS,"Clark County, Kansas",2072,Sam Brownback,Republican,2.0,2,37.233831,-99.813869
20027,KS,"Clay County, Kansas",8143,Sam Brownback,Republican,2.0,2,39.344964,-97.168853
20029,KS,"Cloud County, Kansas",9150,Sam Brownback,Republican,2.0,2,39.487329,-97.64139
20031,KS,"Coffey County, Kansas",8433,Sam Brownback,Republican,2.0,2,38.23645,-95.729137
20033,KS,"Comanche County, Kansas",1862,Sam Brownback,Republican,2.0,2,37.181442,-99.251293
20035,KS,"Cowley County, Kansas",35753,Sam Brownback,Republican,2.0,2,37.234507,-96.837247
20037,KS,"Crawford County, Kansas",39164,Sam Brownback,Republican,2.0,2,37.50582,-94.853897
20039,KS,"Decatur County, Kansas",2832,Sam Brownback,Republican,2.0,2,39.783542,-100.459708
20041,KS,"Dickinson County, Kansas",19064,Sam Brownback,Republican,2.0,2,38.867735,-97.157943
20043,KS,"Doniphan County, Kansas",7664,Sam Brownback,Republican,2.0,2,39.788502,-95.147225
20045,KS,"Douglas County, Kansas",119440,Sam Brownback,Republican,2.0,2,38.896415,-95.290946
20047,KS,"Edwards County, Kansas",2938,Sam Brownback,Republican,2.0,2,37.883595,-99.304746
20049,KS,"Elk County, Kansas",2547,Sam Brownback,Republican,2.0,2,37.456026,-96.244642
20051,KS,"Ellis County, Kansas",28893,Sam Brownback,Republican,2.0,2,38.914596,-99.317329
20053,KS,"Ellsworth County, Kansas",6328,Sam Brownback,Republican,2.0,2,38.700845,-98.205355
20055,KS,"Finney County, Kansas",36722,Sam Brownback,Republican,2.0,2,38.049808,-100.739967
20057,KS,"Ford County, Kansas",33971,Sam Brownback,Republican,2.0,2,37.688416,-99.884748
20059,KS,"Franklin County, Kansas",25560,Sam Brownback,Republican,2.0,2,38.558019,-95.278962
20061,KS,"Geary County, Kansas",35586,Sam Brownback,Republican,2.0,2,39.002156,-96.768037
20063,KS,"Gove County, Kansas",2589,Sam Brownback,Republican,2.0,2,38.917239,-100.48736
20065,KS,"Graham County, Kansas",2564,Sam Brownback,Republican,2.0,2,39.354972,-99.879894
20067,KS,"Grant County, Kansas",7646,Sam Brownback,Republican,2.0,2,37.547537,-101.299362
20069,KS,"Gray County, Kansas",6034,Sam Brownback,Republican,2.0,2,37.744513,-100.451716
20071,KS,"Greeley County, Kansas",1296,Sam Brownback,Republican,2.0,2,38.480404,-101.80597
20073,KS,"Greenwood County, Kansas",6151,Sam Brownback,Republican,2.0,2,37.879347,-96.241732
20075,KS,"Hamilton County, Kansas",2536,Sam Brownback,Republican,2.0,2,37.995244,-101.793689
20077,KS,"Harper County, Kansas",5685,Sam Brownback,Republican,2.0,2,37.188184,-98.06659
20079,KS,"Harvey County, Kansas",34913,Sam Brownback,Republican,2.0,2,38.050144,-97.436706
20081,KS,"Haskell County, Kansas",4006,Sam Brownback,Republican,2.0,2,37.554979,-100.879952
20083,KS,"Hodgeman County, Kansas",1870,Sam Brownback,Republican,2.0,2,38.087493,-99.898407
20085,KS,"Jackson County, Kansas",13291,Sam Brownback,Republican,2.0,2,39.411145,-95.794485
20087,KS,"Jefferson County, Kansas",18897,Sam Brownback,Republican,2.0,2,39.239644,-95.375314
20089,KS,"Jewell County, Kansas",2901,Sam Brownback,Republican,2.0,2,39.77701,-98.222584
20091,KS,"Johnson County, Kansas",584451,Sam Brownback,Republican,2.0,2,38.883907,-94.82233
20093,KS,"Kearny County, Kansas",3917,Sam Brownback,Republican,2.0,2,37.994461,-101.308136
20095,KS,"Kingman County, Kansas",7467,Sam Brownback,Republican,2.0,2,37.552951,-98.144529
20097,KS,"Kiowa County, Kansas",2483,Sam Brownback,Republican,2.0,2,37.561231,-99.286539
20099,KS,"Labette County, Kansas",20444,Sam Brownback,Republican,2.0,2,37.191468,-95.297473
20101,KS,"Lane County, Kansas",1636,Sam Brownback,Republican,2.0,2,38.481286,-100.466185
20103,KS,"Leavenworth County, Kansas",80204,Sam Brownback,Republican,2.0,2,39.189511,-95.038977
20105,KS,"Lincoln County, Kansas",3073,Sam Brownback,Republican,2.0,2,39.047276,-98.214265
20107,KS,"Linn County, Kansas",9558,Sam Brownback,Republican,2.0,2,38.216549,-94.844932
20109,KS,"Logan County, Kansas",2831,Sam Brownback,Republican,2.0,2,38.913269,-101.157407
20111,KS,"Lyon County, Kansas",33510,Sam Brownback,Republican,2.0,2,38.455498,-96.161589
20113,KS,"McPherson County, Kansas",28804,Sam Brownback,Republican,2.0,2,38.395812,-97.647489
20115,KS,"Marion County, Kansas",12112,Sam Brownback,Republican,2.0,2,38.359647,-97.102771
20117,KS,"Marshall County, Kansas",9836,Sam Brownback,Republican,2.0,2,39.782709,-96.521243
20119,KS,"Meade County, Kansas",4216,Sam Brownback,Republican,2.0,2,37.243886,-100.360094
20121,KS,"Miami County, Kansas",32964,Sam Brownback,Republican,2.0,2,38.566772,-94.832963
20123,KS,"Mitchell County, Kansas",6243,Sam Brownback,Republican,2.0,2,39.393026,-98.207362
20125,KS,"Montgomery County, Kansas",32746,Sam Brownback,Republican,2.0,2,37.189537,-95.742403
20127,KS,"Morris County, Kansas",5573,Sam Brownback,Republican,2.0,2,38.688204,-96.651448
20129,KS,"Morton County, Kansas",2848,Sam Brownback,Republican,2.0,2,37.185249,-101.809516
20131,KS,"Nemaha County, Kansas",10241,Sam Brownback,Republican,2.0,2,39.791043,-96.005381
20133,KS,"Neosho County, Kansas",16146,Sam Brownback,Republican,2.0,2,37.564283,-95.315683
20135,KS,"Ness County, Kansas",2962,Sam Brownback,Republican,2.0,2,38.480437,-99.908745
20137,KS,"Norton County, Kansas",5493,Sam Brownback,Republican,2.0,2,39.783867,-99.899235
20139,KS,"Osage County, Kansas",15843,Sam Brownback,Republican,2.0,2,38.648409,-95.707596
20141,KS,"Osborne County, Kansas",3642,Sam Brownback,Republican,2.0,2,39.348261,-98.767942
20143,KS,"Ottawa County, Kansas",5920,Sam Brownback,Republican,2.0,2,39.137963,-97.654802
20145,KS,"Pawnee County, Kansas",6743,Sam Brownback,Republican,2.0,2,38.181477,-99.234772
20147,KS,"Phillips County, Kansas",5428,Sam Brownback,Republican,2.0,2,39.784506,-99.34215
20149,KS,"Pottawatomie County, Kansas",23661,Sam Brownback,Republican,2.0,2,39.382187,-96.337113
20151,KS,"Pratt County, Kansas",9584,Sam Brownback,Republican,2.0,2,37.647594,-98.74012
20153,KS,"Rawlins County, Kansas",2549,Sam Brownback,Republican,2.0,2,39.786198,-101.076738
20155,KS,"Reno County, Kansas",63220,Sam Brownback,Republican,2.0,2,37.948185,-98.078346
20157,KS,"Republic County, Kansas",4699,Sam Brownback,Republican,2.0,2,39.82891,-97.650921
20159,KS,"Rice County, Kansas",9831,Sam Brownback,Republican,2.0,2,38.347178,-98.201415
20161,KS,"Riley County, Kansas",73343,Sam Brownback,Republican,2.0,2,39.291211,-96.727489
20163,KS,"Rooks County, Kansas",5076,Sam Brownback,Republican,2.0,2,39.346006,-99.324492
20165,KS,"Rush County, Kansas",3058,Sam Brownback,Republican,2.0,2,38.523592,-99.309183
20167,KS,"Russell County, Kansas",6988,Sam Brownback,Republican,2.0,2,38.91604,-98.770949
20169,KS,"Saline County, Kansas",55142,Sam Brownback,Republican,2.0,2,38.786327,-97.650153
20171,KS,"Scott County, Kansas",5032,Sam Brownback,Republican,2.0,2,38.481877,-100.90636
20173,KS,"Sedgwick County, Kansas",511995,Sam Brownback,Republican,2.0,2,37.681045,-97.461054
20175,KS,"Seward County, Kansas",22709,Sam Brownback,Republican,2.0,2,37.180623,-100.854932
20177,KS,"Shawnee County, Kansas",178146,Sam Brownback,Republican,2.0,2,39.041805,-95.755664
20179,KS,"Sheridan County, Kansas",2509,Sam Brownback,Republican,2.0,2,39.350542,-100.441206
20181,KS,"Sherman County, Kansas",5965,Sam Brownback,Republican,2.0,2,39.351352,-101.719859
20183,KS,"Smith County, Kansas",3632,Sam Brownback,Republican,2.0,2,39.78466,-98.785429
20185,KS,"Stafford County, Kansas",4208,Sam Brownback,Republican,2.0,2,38.03563,-98.719889
20187,KS,"Stanton County, Kansas",2062,Sam Brownback,Republican,2.0,2,37.565932,-101.789383
20189,KS,"Stevens County, Kansas",5584,Sam Brownback,Republican,2.0,2,37.200969,-101.317577
20191,KS,"Sumner County, Kansas",23272,Sam Brownback,Republican,2.0,2,37.236662,-97.493352
20193,KS,"Thomas County, Kansas",7892,Sam Brownback,Republican,2.0,2,39.357706,-101.083438
20195,KS,"Trego County, Kansas",2872,Sam Brownback,Republican,2.0,2,38.921302,-99.865423
20197,KS,"Wabaunsee County, Kansas",6891,Sam Brownback,Republican,2.0,2,38.955154,-96.201262
20199,KS,"Wallace County, Kansas",1497,Sam Brownback,Republican,2.0,2,38.926626,-101.771103
20201,KS,"Washington County, Kansas",5546,Sam Brownback,Republican,2.0,2,39.776714,-97.095611
20203,KS,"Wichita County, Kansas",2112,Sam Brownback,Republican,2.0,2,38.481922,-101.347434
20205,KS,"Wilson County, Kansas",8723,Sam Brownback,Republican,2.0,2,37.558515,-95.745175
20207,KS,"Woodson County, Kansas",3165,Sam Brownback,Republican,2.0,2,37.888197,-95.75849
20209,KS,"Wyandotte County, Kansas",163831,Sam Brownback,Republican,2.0,2,39.115384,-94.763087
21001,KY,"Adair County, Kentucky",19280,Matt Bevin,Republican,1.0,1,37.105559,-85.28138
21003,KY,"Allen County, Kentucky",20631,Matt Bevin,Republican,1.0,1,36.75077,-86.192458
21005,KY,"Anderson County, Kentucky",22158,Matt Bevin,Republican,2.0,2,38.005396,-84.986417
21007,KY,"Ballard County, Kentucky",8054,Matt Bevin,Republican,1.0,1,37.051323,-89.010367
21009,KY,"Barren County, Kentucky",43993,Matt Bevin,Republican,1.0,1,36.963671,-85.925162
21011,KY,"Bath County, Kentucky",12327,Matt Bevin,Republican,2.0,2,38.152249,-83.737641
21013,KY,"Bell County, Kentucky",27117,Matt Bevin,Republican,1.0,1,36.72268,-83.681046
21015,KY,"Boone County, Kentucky",128536,Matt Bevin,Republican,2.0,2,38.974595,-84.731431
21017,KY,"Bourbon County, Kentucky",20030,Matt Bevin,Republican,3.0,3+,38.202562,-84.20986
21019,KY,"Boyd County, Kentucky",48132,Matt Bevin,Republican,2.0,2,38.360004,-82.681406
21021,KY,"Boyle County, Kentucky",30018,Matt Bevin,Republican,2.0,2,37.618104,-84.868352
21023,KY,"Bracken County, Kentucky",8400,Matt Bevin,Republican,2.0,2,38.680365,-84.115235
21025,KY,"Breathitt County, Kentucky",13284,Matt Bevin,Republican,1.0,1,37.506632,-83.28304
21027,KY,"Breckinridge County, Kentucky",19961,Matt Bevin,Republican,1.0,1,37.777988,-86.432919
21029,KY,"Bullitt County, Kentucky",79151,Matt Bevin,Republican,3.0,3+,37.969928,-85.702641
21031,KY,"Butler County, Kentucky",12845,Matt Bevin,Republican,1.0,1,37.207013,-86.682471
21033,KY,"Caldwell County, Kentucky",12568,Matt Bevin,Republican,1.0,1,37.148642,-87.870509
21035,KY,"Calloway County, Kentucky",38437,Matt Bevin,Republican,1.0,1,36.620978,-88.274086
21037,KY,"Campbell County, Kentucky",92211,Matt Bevin,Republican,2.0,2,38.946981,-84.379583
21039,KY,"Carlisle County, Kentucky",4855,Matt Bevin,Republican,1.0,1,36.857726,-88.975757
21041,KY,"Carroll County, Kentucky",10679,Matt Bevin,Republican,2.0,2,38.668394,-85.124024
21043,KY,"Carter County, Kentucky",27046,Matt Bevin,Republican,2.0,2,38.309549,-83.048796
21045,KY,"Casey County, Kentucky",15815,Matt Bevin,Republican,2.0,2,37.321962,-84.92822
21047,KY,"Christian County, Kentucky",72351,Matt Bevin,Republican,1.0,1,36.892059,-87.492986
21049,KY,"Clark County, Kentucky",35819,Matt Bevin,Republican,3.0,3+,37.970133,-84.144974
21051,KY,"Clay County, Kentucky",20766,Matt Bevin,Republican,2.0,2,37.157317,-83.718433
21053,KY,"Clinton County, Kentucky",10177,Matt Bevin,Republican,1.0,1,36.728865,-85.153426
21055,KY,"Crittenden County, Kentucky",9188,Matt Bevin,Republican,1.0,1,37.358149,-88.10501
21057,KY,"Cumberland County, Kentucky",6738,Matt Bevin,Republican,1.0,1,36.784224,-85.393507
21059,KY,"Daviess County, Kentucky",99674,Matt Bevin,Republican,1.0,1,37.731671,-87.087139
21061,KY,"Edmonson County, Kentucky",12114,Matt Bevin,Republican,1.0,1,37.227514,-86.218015
21063,KY,"Elliott County, Kentucky",7588,Matt Bevin,Republican,2.0,2,38.115438,-83.097209
21065,KY,"Estill County, Kentucky",14307,Matt Bevin,Republican,2.0,2,37.692449,-83.963983
21067,KY,"Fayette County, Kentucky",318449,Matt Bevin,Republican,3.0,3+,38.040676,-84.458274
21069,KY,"Fleming County, Kentucky",14507,Matt Bevin,Republican,2.0,2,38.368431,-83.706152
21071,KY,"Floyd County, Kentucky",37110,Matt Bevin,Republican,2.0,2,37.559878,-82.743361
21073,KY,"Franklin County, Kentucky",50560,Matt Bevin,Republican,2.0,2,38.234919,-84.868786
21075,KY,"Fulton County, Kentucky",6179,Matt Bevin,Republican,1.0,1,36.552511,-89.187659
21077,KY,"Gallatin County, Kentucky",8609,Matt Bevin,Republican,2.0,2,38.760103,-84.862153
21079,KY,"Garrard County, Kentucky",17292,Matt Bevin,Republican,2.0,2,37.630162,-84.545856
21081,KY,"Grant County, Kentucky",24923,Matt Bevin,Republican,2.0,2,38.64916,-84.625927
21083,KY,"Graves County, Kentucky",37182,Matt Bevin,Republican,1.0,1,36.723344,-88.649897
21085,KY,"Grayson County, Kentucky",26184,Matt Bevin,Republican,1.0,1,37.458577,-86.344011
21087,KY,"Green County, Kentucky",11060,Matt Bevin,Republican,1.0,1,37.269637,-85.561403
21089,KY,"Greenup County, Kentucky",35893,Matt Bevin,Republican,2.0,2,38.563562,-82.93382
21091,KY,"Hancock County, Kentucky",8810,Matt Bevin,Republican,1.0,1,37.843325,-86.792761
21093,KY,"Hardin County, Kentucky",107316,Matt Bevin,Republican,1.0,1,37.695836,-85.963183
21095,KY,"Harlan County, Kentucky",27168,Matt Bevin,Republican,1.0,1,36.859223,-83.221497
21097,KY,"Harrison County, Kentucky",18646,Matt Bevin,Republican,2.0,2,38.444578,-84.334131
21099,KY,"Hart County, Kentucky",18627,Matt Bevin,Republican,1.0,1,37.316435,-85.8791
21101,KY,"Henderson County, Kentucky",46253,Matt Bevin,Republican,1.0,1,37.792542,-87.572577
21103,KY,"Henry County, Kentucky",15818,Matt Bevin,Republican,2.0,2,38.451585,-85.11989
21105,KY,"Hickman County, Kentucky",4627,Matt Bevin,Republican,1.0,1,36.675896,-88.972084
21107,KY,"Hopkins County, Kentucky",45904,Matt Bevin,Republican,1.0,1,37.31107,-87.542196
21109,KY,"Jackson County, Kentucky",13368,Matt Bevin,Republican,2.0,2,37.403458,-84.020576
21111,KY,"Jefferson County, Kentucky",765352,Matt Bevin,Republican,3.0,3+,38.189532,-85.657624
21113,KY,"Jessamine County, Kentucky",52357,Matt Bevin,Republican,3.0,3+,37.873291,-84.58396
21115,KY,"Johnson County, Kentucky",22978,Matt Bevin,Republican,1.0,1,37.84926,-82.830639
21117,KY,"Kenton County, Kentucky",164945,Matt Bevin,Republican,2.0,2,38.930503,-84.533438
21119,KY,"Knott County, Kentucky",15544,Matt Bevin,Republican,1.0,1,37.359724,-82.945724
21121,KY,"Knox County, Kentucky",31687,Matt Bevin,Republican,2.0,2,36.887476,-83.85563
21123,KY,"Larue County, Kentucky",14096,Matt Bevin,Republican,2.0,2,37.544458,-85.696812
21125,KY,"Laurel County, Kentucky",60250,Matt Bevin,Republican,2.0,2,37.113268,-84.119395
21127,KY,"Lawrence County, Kentucky",15863,Matt Bevin,Republican,1.0,1,38.074457,-82.738302
21129,KY,"Lee County, Kentucky",6580,Matt Bevin,Republican,1.0,1,37.608116,-83.719248
21131,KY,"Leslie County, Kentucky",10538,Matt Bevin,Republican,1.0,1,37.087846,-83.388617
21133,KY,"Letcher County, Kentucky",22773,Matt Bevin,Republican,1.0,1,37.118536,-82.861251
21135,KY,"Lewis County, Kentucky",13442,Matt Bevin,Republican,1.0,1,38.552152,-83.376774
21137,KY,"Lincoln County, Kentucky",24372,Matt Bevin,Republican,2.0,2,37.457174,-84.658335
21139,KY,"Livingston County, Kentucky",9269,Matt Bevin,Republican,1.0,1,37.209517,-88.363426
21141,KY,"Logan County, Kentucky",26593,Matt Bevin,Republican,1.0,1,36.859829,-86.881436
21143,KY,"Lyon County, Kentucky",8069,Matt Bevin,Republican,1.0,1,37.023976,-88.083391
21145,KY,"McCracken County, Kentucky",65162,Matt Bevin,Republican,1.0,1,37.053683,-88.712366
21147,KY,"McCreary County, Kentucky",17511,Matt Bevin,Republican,1.0,1,36.731136,-84.491052
21149,KY,"McLean County, Kentucky",9475,Matt Bevin,Republican,1.0,1,37.526707,-87.265597
21151,KY,"Madison County, Kentucky",89547,Matt Bevin,Republican,2.0,2,37.723592,-84.276998
21153,KY,"Magoffin County, Kentucky",12684,Matt Bevin,Republican,1.0,1,37.698953,-83.069716
21155,KY,"Marion County, Kentucky",19205,Matt Bevin,Republican,2.0,2,37.552604,-85.268959
21157,KY,"Marshall County, Kentucky",31365,Matt Bevin,Republican,1.0,1,36.882017,-88.332752
21159,KY,"Martin County, Kentucky",12002,Matt Bevin,Republican,1.0,1,37.796774,-82.506623
21161,KY,"Mason County, Kentucky",17190,Matt Bevin,Republican,2.0,2,38.594164,-83.828006
21163,KY,"Meade County, Kentucky",28126,Matt Bevin,Republican,1.0,1,37.967476,-86.200863
21165,KY,"Menifee County, Kentucky",6408,Matt Bevin,Republican,2.0,2,37.950665,-83.597515
21167,KY,"Mercer County, Kentucky",21477,Matt Bevin,Republican,2.0,2,37.812085,-84.879694
21169,KY,"Metcalfe County, Kentucky",10018,Matt Bevin,Republican,1.0,1,36.992515,-85.633599
21171,KY,"Monroe County, Kentucky",10588,Matt Bevin,Republican,1.0,1,36.714077,-85.713508
21173,KY,"Montgomery County, Kentucky",27771,Matt Bevin,Republican,2.0,2,38.038138,-83.912337
21175,KY,"Morgan County, Kentucky",13298,Matt Bevin,Republican,2.0,2,37.92294,-83.258944
21177,KY,"Muhlenberg County, Kentucky",31028,Matt Bevin,Republican,1.0,1,37.213816,-87.134092
21179,KY,"Nelson County, Kentucky",45559,Matt Bevin,Republican,2.0,2,37.803188,-85.465955
21181,KY,"Nicholas County, Kentucky",7084,Matt Bevin,Republican,2.0,2,38.337132,-84.025554
21183,KY,"Ohio County, Kentucky",24378,Matt Bevin,Republican,1.0,1,37.477859,-86.844871
21185,KY,"Oldham County, Kentucky",65560,Matt Bevin,Republican,3.0,3+,38.400127,-85.456152
21187,KY,"Owen County, Kentucky",10642,Matt Bevin,Republican,2.0,2,38.499588,-84.841492
21189,KY,"Owsley County, Kentucky",4491,Matt Bevin,Republican,1.0,1,37.423614,-83.691628
21191,KY,"Pendleton County, Kentucky",14560,Matt Bevin,Republican,2.0,2,38.696284,-84.351944
21193,KY,"Perry County, Kentucky",27343,Matt Bevin,Republican,2.0,2,37.241282,-83.217772
21195,KY,"Pike County, Kentucky",60555,Matt Bevin,Republican,1.0,1,37.486031,-82.410913
